"lakeid","year4","daynum","sampledate","depth","rep","sta","event","cl","so4","ca","mg","na","k","fe","mn","cond","flagcl","flagso4","flagca","flagmg","flagna","flagk","flagfe","flagmn","flagcond"
"BM",2016,229,"2016-08-16",12,1,1,"Quarterly",0.45,3.2,7.33,2.09,,0.43,0,0,,,,,,,,"X","X",
"BM",2016,229,"2016-08-16",16,1,1,"Quarterly",0.48,3.03,8.09,2.14,,0.48,0.05,0.07,,,"E",,,,,,,
"BM",2016,229,"2016-08-16",18,1,1,"Quarterly",0.47,2.87,8.57,2.13,,0.49,0.46,0.1,69,,,,,,,,,
"BM",2016,316,"2016-11-11",0,1,1,"Quarterly",0.39,2.77,7.36,2.09,,0.42,0,0,58,,,,,,,"X","X",
"BM",2016,316,"2016-11-11",10,1,1,"Quarterly",0.39,2.76,7.32,2.09,,0.42,0,0,58,,,,,,,"X","X",
"BM",2016,316,"2016-11-11",18,1,1,"Quarterly",0.4,2.76,7.28,2.08,,0.42,0.01,0,58,"E","E",,,,,"X","X",
"BM",2017,52,"2017-02-21",0,1,1,"Quarterly",0.57,3.11,7.22,2.15,1.04,0.44,0,0,62,,,,,,,"X","X",
"BM",2017,52,"2017-02-21",10,1,1,"Quarterly",0.53,2.77,7.15,2.09,0.98,0.42,0.01,0,61,,,,,,,"X","X",
"BM",2017,52,"2017-02-21",18,1,1,"Quarterly",0.55,1.7,8.43,2.24,1.02,0.48,0.18,0.05,72,,,,,,,,,
"BM",2017,109,"2017-04-19",0,1,1,"Quarterly",0.49,2.74,6.68,1.96,0.87,0.41,0,0,56,,,,,,,"X","X",
"BM",2017,109,"2017-04-19",10,1,1,"Quarterly",0.48,2.72,6.58,1.93,0.84,0.39,0,0,57,,,,,,,"X","X",
"BM",2017,109,"2017-04-19",18,1,1,"Quarterly",0.48,2.73,6.61,1.95,0.83,0.39,0,0,57,,,,,,,"X","X",
"BM",2017,219,"2017-08-07",0,1,1,"Quarterly",0.45,2.54,6.79,2.05,1,0.32,0.01,0,54,,,,,,,"X","X",
"BM",2017,219,"2017-08-07",5,1,1,"Quarterly",0.45,2.54,6.79,2.06,1.09,0.31,0,0,,,,,,,,"X","X",
"BM",2017,219,"2017-08-07",8,1,1,"Quarterly",0.45,2.46,6.8,2.03,0.96,0.3,0,0,56,,,,,,,"X","X",
"BM",2017,219,"2017-08-07",12,1,1,"Quarterly",0.49,2.65,7.33,2.08,1.05,0.35,0.01,0,,,,,,,,"X","X",
"BM",2017,219,"2017-08-07",16,1,1,"Quarterly",0.5,2.47,7.98,2.12,0.93,0.36,0.02,0.01,,,,,,,,,,
"BM",2017,219,"2017-08-07",18,1,1,"Quarterly",0.51,2.36,8.2,2.14,1.01,0.38,0.04,0.05,64,,,"E","E","E","E","E","E",
"BM",2017,312,"2017-11-08",0,1,1,"Quarterly",0.49,2.81,6.93,2.03,0.91,0.41,0,0,56,,,,,,,"X","X",
"BM",2017,312,"2017-11-08",10,1,1,"Quarterly",0.5,2.82,6.91,2,0.88,0.42,0,0,57,,,,,,,"X","X",
"BM",2017,312,"2017-11-08",18,1,1,"Quarterly",0.5,2.8,6.93,2.02,0.89,0.42,0,0,57,"E","E","E","E","E","E","EX","EX",
"BM",2018,51,"2018-02-20",0,1,1,"Quarterly",0.67,3.2,8.14,2.34,1.04,0.46,0.02,0,66,,,,,,,,"X",
"BM",2018,51,"2018-02-20",10,1,1,"Quarterly",0.64,2.93,7.68,2.29,1.05,0.48,0.01,0,62,,,,,,,"X","X",
"BM",2018,51,"2018-02-20",18,1,1,"Quarterly",0.67,2.15,8.59,2.43,1.07,0.57,0.34,0.05,72,"E","E",,,,,,,
"BM",2018,136,"2018-05-16",0,1,1,"Quarterly",0.43,2.53,6.74,1.98,0.95,0.43,0,0,56,,,,,,,"X","X",
"BM",2018,136,"2018-05-16",10,1,1,"Quarterly",0.43,2.55,6.86,2.01,0.95,0.42,0.01,0,58,,,,,,,"X","X",
"BM",2018,136,"2018-05-16",18,1,1,"Quarterly",0.45,2.61,6.91,2.02,0.97,0.43,0.02,0,59,,,,,,,,"X",
"BM",2018,218,"2018-08-06",0,1,1,"Quarterly",0.55,2.57,6.71,2.03,1.04,0.45,0.01,0,55,,,,,,,"X","X",
"BM",2018,218,"2018-08-06",5,1,1,"Quarterly",0.57,5.58,6.76,2.03,1.07,0.46,0,0,,,,,,,,"X","X",
"BM",2018,218,"2018-08-06",8,1,1,"Quarterly",0.57,2.63,7.12,2.1,1.06,0.43,0,0,55,,,,,,,"X","X",
"BM",2018,218,"2018-08-06",10,1,1,"Quarterly",0.6,2.67,7.14,2.06,1.02,0.44,0.01,0,,,,,,,,"X","X",
"BM",2018,218,"2018-08-06",16,1,1,"Quarterly",0.62,2.68,7.57,2.1,1.05,0.48,0.06,0.02,,,,,,,,,,
"BM",2018,218,"2018-08-06",18,1,1,"Quarterly",0.64,2.59,7.97,2.13,1.06,0.49,0.18,0.04,64,,,,,,,,,
"BM",2018,310,"2018-11-06",0,1,1,"Quarterly",0.58,2.71,6.59,2.01,0.9,0.41,0.01,0,55,,,,,,,"X","X",
"BM",2018,310,"2018-11-06",10,1,1,"Quarterly",0.6,2.67,6.48,1.97,0.87,0.41,0.01,0,56,,,,,,,"X","X",
"BM",2018,310,"2018-11-06",18,1,1,"Quarterly",0.61,2.69,6.47,1.97,0.88,0.41,0.01,0,56,,,,,,,"X","X",
"BM",2019,60,"2019-03-01",0,1,1,"Quarterly",0.63,2.92,7.47,2.22,1.06,0.47,0.01,0,64,,,,,,,,,
"BM",2019,60,"2019-03-01",10,1,1,"Quarterly",0.59,2.6,6.76,2.01,0.94,0.42,0.02,0,60,,,,,,,,,
"BM",2019,60,"2019-03-01",18,1,1,"Quarterly",0.64,1.96,8.05,2.21,1.01,0.51,0.25,0.07,72,,,,,,,,,
"BM",2019,128,"2019-05-08",0,1,1,,0.33,2.47,6.6,1.95,0.92,0.39,0.01,0,54,,,,,,,,,
"BM",2019,128,"2019-05-08",10,1,1,,0.36,2.46,6.74,1.98,0.92,0.4,0.01,0,56,,,,,,,,,
"BM",2019,128,"2019-05-08",18,1,1,,0.24,1.72,6.92,2.02,0.95,0.41,0.03,0,58,,,,,,,,,
"BM",2019,210,"2019-07-29",0,1,1,"Quarterly",0.5,1.98,,2.06,0.78,,,0,53,,,,,,,,,
"BM",2019,210,"2019-07-29",5,1,1,"Quarterly",0.41,1.26,,2.09,0.79,,,0,,"E","E",,,,,,,
"BM",2019,210,"2019-07-29",10,1,1,"Quarterly",0.42,1.4,,1.95,0.68,,,0,55,"F","F",,,,,,,
"BM",2019,210,"2019-07-29",12,1,1,"Quarterly",0.55,2.34,,2.03,0.73,,,0,,,,,,,,,,
"BM",2019,210,"2019-07-29",16,1,1,"Quarterly",-99,-99,,2.06,0.75,,,0.02,,"D","D",,,,,,,
"BM",2019,210,"2019-07-29",18,1,1,"Quarterly",0.58,2.25,,2.06,0.75,,,0.02,60,,,,,,,,,
"BM",2019,311,"2019-11-07",0,1,1,"Quarterly",0.47,2.28,,2.01,0.73,,,0,55,,,,,,,,,
"BM",2019,311,"2019-11-07",10,1,1,"Quarterly",0.49,2.3,,2.06,0.78,,,0,56,,,,,,,,,
"BM",2019,311,"2019-11-07",18,1,1,"Quarterly",0.48,2.27,,2,0.73,,,0,55,,,,,,,,,
"BM",2020,56,"2020-02-25",0,1,1,"Quarterly",1.05,2.56,7.67,2.31,1.06,0.56,0.02,0,62,"E","E",,,,,,,
"BM",2020,56,"2020-02-25",10,1,1,"Quarterly",1.05,2.34,7.2,2.13,0.94,0.51,0.02,0,58,,,,,,,,,
"BM",2020,56,"2020-02-25",18,1,1,"Quarterly",1.04,1.96,8.14,2.27,0.97,0.6,0.33,0.07,68,,,,,,,,,
"BM",2020,125,"2020-05-04",0,1,1,"Quarterly",0.14,3.37,6.92,2.06,1.01,0.62,0.01,0,53,"X","G",,,,,,,
"BM",2020,125,"2020-05-04",10,1,1,"Quarterly",0.35,1.39,6.52,1.94,0.94,0.45,0.01,0,54,"X","G",,,,,,,
"BM",2020,125,"2020-05-04",18,1,1,"Quarterly",0.22,0.82,7.26,2.16,1.04,0.46,0.01,0,55,"X","G",,,,,,,
"BM",2020,218,"2020-08-05",0,1,1,"Quarterly",1.38,3.33,6.72,2.06,0.92,0.56,0.01,0,52,,,,,,,,,
"BM",2020,218,"2020-08-05",5,1,1,"Quarterly",1.39,3.3,6.74,2.06,0.93,0.56,0,0,,,,,,,,,,
"BM",2020,218,"2020-08-05",8,1,1,"Quarterly",1.36,3.27,7.12,2.1,0.93,0.54,0.01,0,54,,,,,,,,,
"BM",2020,218,"2020-08-05",12,1,1,"Quarterly",1.41,3.49,6.96,2.07,0.92,0.55,0.01,0,,"E","E","E","E","E","E",,"E",
"BM",2020,218,"2020-08-05",16,1,1,"Quarterly",1.42,3.08,7.41,2.11,0.92,0.52,0.01,0.04,,,,,,,,,,
"BM",2020,218,"2020-08-05",18,1,1,"Quarterly",1.44,3.12,7.97,2.16,0.95,0.6,0.36,0.07,61,,,,,,,,,
"BM",2020,307,"2020-11-02",0,1,1,"Quarterly",2.11,3.22,6.53,1.96,0.86,0.43,0.01,0,54,,,,,,,,,
"BM",2020,307,"2020-11-02",10,1,1,"Quarterly",2.1,3.25,6.47,1.94,0.86,0.44,0.01,0,55,"E","E",,,,,,,
"BM",2020,307,"2020-11-02",18,1,1,"Quarterly",2.1,3.27,6.27,1.88,0.83,0.43,0.01,0,55,,,,,,,,,
"BM",2021,54,"2021-02-23",0,1,1,"Quarterly",0.61,2.6,7.37,2.21,0.99,0.51,0.01,0,61,,,,,,,,,
"BM",2021,54,"2021-02-23",10,1,1,"Quarterly",0.58,2.39,6.92,2.04,0.88,0.48,0.01,0,58,,,,,,,,,
"BM",2021,54,"2021-02-23",18,1,1,"Quarterly",0.61,1.66,8.33,2.29,0.94,0.59,0.22,0.07,71,,,,,,,,,
"BM",2021,99,"2021-04-09",0,1,1,"Quarterly",2.85,2.85,6.17,1.83,0.82,0.17,0.01,0,53,,,,,,,,,
"BM",2021,99,"2021-04-09",10,1,1,"Quarterly",2.83,2.83,6.2,1.84,0.81,0.12,0.01,0,54,,,"E","E","E","E","E","E",
"BM",2021,99,"2021-04-09",18,1,1,"Quarterly",2.78,2.78,6.57,1.91,0.82,0.16,0,0.01,57,,,,,,,,,
"BM",2021,237,"2021-08-25",0,1,1,,0.61,2.73,6.08,1.89,0.88,0.42,0,0,71,,,,,,,,,
"BM",2021,237,"2021-08-25",5,1,1,,0.61,2.73,6.14,1.89,0.88,0.4,0,0,,,,,,,,,,
"BM",2021,237,"2021-08-25",10,1,1,,0.61,2.75,6.27,1.87,0.86,0.39,0.01,0,73,,,"E","E","E","E","E","E",
"BM",2021,237,"2021-08-25",12,1,1,,0.64,2.67,6.42,1.88,0.86,0.43,0.01,0.01,,,,,,,,,,
"BM",2021,237,"2021-08-25",16,1,1,,0.66,2.84,7.05,1.93,0.86,0.48,0.05,0.07,,,,,,,,,,
"BM",2021,237,"2021-08-25",18,1,1,,0.66,2.68,7.35,1.93,0.87,0.49,0.27,0.08,84,"E","E",,,,,,,
"BM",2021,319,"2021-11-15",0,1,1,"Quarterly",0.52,2.26,6.45,1.93,0.86,0.44,0.02,0.01,56,"E","E",,,,,,,
"BM",2021,319,"2021-11-15",10,1,1,"Quarterly",0.44,1.33,6.44,1.93,0.85,0.41,0.02,0.01,57,,,,,,,,,
"BM",2021,319,"2021-11-15",18,1,1,"Quarterly",1.41,2.93,6.98,2.09,0.95,0.46,0.02,0.01,57,,,"E","E","E","E","E","E",
"BM",2022,56,"2022-02-25",0,1,1,,2.26,3.8,8.58,2.6,1.32,0.66,0.02,0,69,"F",,"E","E","E","E","E","E",
"BM",2022,56,"2022-02-25",10,1,1,,1.74,3.4,7.48,2.24,1.06,0.57,0.03,0.01,61,,,,,,,"E",,
"BM",2022,56,"2022-02-25",18,1,1,,2.03,3.24,8.7,2.43,1.14,0.64,0.3,0.04,70,"E","E",,,,,,,
"BM",2022,125,"2022-05-05",0,1,1,,0.5,2.92,6.93,2.1,0.93,0.46,0.01,0,55,,,,,,,,,
"BM",2022,125,"2022-05-05",10,1,1,,0.52,2.63,6.99,2.11,0.94,0.51,0.01,0,56,,,,,,,,,
"BM",2022,125,"2022-05-05",18,1,1,,0.84,2.69,8.55,2.34,1.03,0.65,0.29,0.07,71,,,,,,,,,
"BM",2022,236,"2022-08-24",0,1,1,,0.53,2.65,6.69,2.12,0.95,0.5,0.01,0,53,,,"E","E","E","E","E","E",
"BM",2022,236,"2022-08-24",8,1,1,,0.54,2.65,6.78,2.12,0.93,0.47,0.01,0,,,,,,,,,,
"BM",2022,236,"2022-08-24",10,1,1,,0.56,2.67,6.9,2.08,0.9,0.45,0.01,0,56,,,,,,,,,
"BM",2022,236,"2022-08-24",12,1,1,,0.29,2.6,7.17,2.09,0.91,0.47,0.01,0.01,,,,,,,,,,
"BM",2022,236,"2022-08-24",16,1,1,,0.6,2.6,7.56,2.18,0.97,0.52,0.02,0.07,,,,,,,,,,
"BM",2022,236,"2022-08-24",18,1,1,,0.61,2.53,7.61,2.08,0.94,0.54,0.08,0.09,66,,,,,,,,,
"BM",2022,320,"2022-11-16",0,1,1,,0.8,2.68,7.06,2.16,0.94,0.51,0.01,0,56,,,,,,,,,
"BM",2022,320,"2022-11-16",10,1,1,,1.02,2.89,7.84,2.39,1.09,0.55,0.02,0,57,,,,,,,,,
"BM",2022,320,"2022-11-16",18,1,1,,1.03,2.83,6.75,2.05,0.9,0.49,0.02,0,57,,,,,,,,,
"BM",2023,45,"2023-02-14",0,1,1,,1.15,3.12,7.35,2.27,1.1,0.45,0.01,0,61,,,"E","E","E","E","E","E",
"BM",2023,45,"2023-02-14",10,1,1,,1.14,2.99,7.18,2.18,1.03,0.38,0.02,0,59,,,,,,,,,
"BM",2023,45,"2023-02-14",18,1,1,,1.15,2.6,7.63,2.2,1.03,0.45,0.34,0.07,67,,,,,,,,,
"BM",2023,129,"2023-05-09",0,1,1,,0.97,3.63,6.38,1.94,0.9,0.33,0,0,52,"E","E",,,,,,,
"BM",2023,129,"2023-05-09",10,1,1,,0.98,3.58,6.51,1.96,0.9,0.35,0.01,0,55,,,,,,,,,
"BM",2023,129,"2023-05-09",18,1,1,,1,3.6,7.28,2.11,0.96,0.41,0.06,0.01,61,,,,,,,,,
"BM",2023,233,"2023-08-21",0,1,1,,0.77,2.55,6.31,2,0.98,0.45,0,0,53,,,,,,,,,
"BM",2023,233,"2023-08-21",8,1,1,,0.78,2.46,6.36,1.98,0.98,0.44,0.01,0,,,,,,,,,,
"BM",2023,233,"2023-08-21",10,1,1,,0.78,2.44,8.24,2.53,1.3,0.56,0.01,0,55,,,,,,,,,
"BM",2023,233,"2023-08-21",12,1,1,,0.82,2.7,6.59,2.01,0.99,0.46,0.01,0,,,,,,,,,,
"BM",2023,233,"2023-08-21",16,1,1,,0.81,2.96,6.95,2.03,0.98,0.54,0.09,0.04,,,,,,,,,,
"BM",2023,233,"2023-08-21",18,1,1,,0.87,2.82,7.43,2.06,1.01,0.59,0.21,0.05,63,"E","E",,,,,,,
"BM",2023,317,"2023-11-13",0,1,1,,0.65,2.08,6.59,2.03,1,0.47,0.01,0,56,,,,,,,,,
"BM",2023,317,"2023-11-13",10,1,1,,0.65,2.09,7.16,2.21,1.11,0.52,0.01,0,56,,,,,,,,,
"BM",2023,317,"2023-11-13",18,1,1,,0.67,2.1,6.61,2.03,1.01,0.44,0.01,0,57,,,"E","E","E","E","E","E",
"CB",1981,211,"1981-07-30",0,1,1,"Chem",,,,,,,,,11,,,,,,,,,
"CB",1981,211,"1981-07-30",1,1,1,"Chem",,,,,,,,,11,,,,,,,,,
"CB",1981,211,"1981-07-30",2,1,1,"Chem",,,,,,,,,26,,,,,,,,,
"CB",1981,239,"1981-08-27",0,1,1,"Chem",,,,,,,,,9,,,,,,,,,
"CB",1981,239,"1981-08-27",0.5,1,1,"Chem",,,,,,,,,9,,,,,,,,,
"CB",1981,239,"1981-08-27",1,1,1,"Chem",,,,,,,,,9,,,,,,,,,
"CB",1981,239,"1981-08-27",1.5,1,1,"Chem",,,,,,,,,11,,,,,,,,,
"CB",1981,239,"1981-08-27",2,1,1,"Chem",,,,,,,,,25,,,,,,,,,
"CB",1981,268,"1981-09-25",0,1,1,"Chem",,,,,,,,,12,,,,,,,,,
"CB",1981,268,"1981-09-25",1,1,1,"Chem",,,,,,,,,12,,,,,,,,,
"CB",1981,268,"1981-09-25",2,1,1,"Chem",,,,,,,,,12,,,,,,,,,
"CB",1982,18,"1982-01-18",0,1,1,"Chem",,,,,,,,,20,,,,,,,,,
"CB",1982,18,"1982-01-18",0.5,1,1,"Chem",,,,,,,,,18,,,,,,,,,
"CB",1982,18,"1982-01-18",1,1,1,"Chem",,,,,,,,,14,,,,,,,,,
"CB",1982,18,"1982-01-18",1.5,1,1,"Chem",,,,,,,,,14,,,,,,,,,
"CB",1982,18,"1982-01-18",2,1,1,"Chem",,,,,,,,,14,,,,,,,,,
"CB",1982,53,"1982-02-22",0,1,1,"Quarterly",,,,,,,,,16,,,,,,,,,
"CB",1982,53,"1982-02-22",0.5,1,1,"Quarterly",,,,,,,,,14,,,,,,,,,
"CB",1982,53,"1982-02-22",1,1,1,"Quarterly",,,,,,,,,14,,,,,,,,,
"CB",1982,53,"1982-02-22",1.5,1,1,"Quarterly",,,,,,,,,16,,,,,,,,,
"CB",1982,53,"1982-02-22",2,1,1,"Quarterly",,,,,,,,,16,,,,,,,,,
"CB",1982,97,"1982-04-07",0,1,1,"Chem",,,,,,,,,19,,,,,,,,,
"CB",1982,97,"1982-04-07",0.5,1,1,"Chem",,,,,,,,,19,,,,,,,,,
"CB",1982,97,"1982-04-07",1,1,1,"Chem",,,,,,,,,18,,,,,,,,,
"CB",1982,97,"1982-04-07",1.5,1,1,"Chem",,,,,,,,,17,,,,,,,,,
"CB",1982,97,"1982-04-07",2,1,1,"Chem",,,,,,,,,18,,,,,,,,,
"CB",1982,133,"1982-05-13",0,1,1,"Quarterly",0.15,1.59,0.68,0.19,0.12,0.29,,,12,,,,,,,,,
"CB",1982,133,"1982-05-13",0.5,1,1,"Quarterly",,,,,,,,,12,,,,,,,,,
"CB",1982,133,"1982-05-13",1,1,1,"Quarterly",,,,,,,,,12,,,,,,,,,
"CB",1982,133,"1982-05-13",1.5,1,1,"Quarterly",,,,,,,,,14,,,,,,,,,
"CB",1982,133,"1982-05-13",2,1,1,"Quarterly",0.19,1.48,0.87,0.26,0.14,0.43,,,16,,,,,,,,,
"CB",1982,174,"1982-06-23",0,1,1,"Chem",,,,,,,,,11,,,,,,,,,
"CB",1982,174,"1982-06-23",1,1,1,"Chem",,,,,,,,,10,,,,,,,,,
"CB",1982,174,"1982-06-23",1.5,1,1,"Chem",,,,,,,,,12,,,,,,,,,
"CB",1982,174,"1982-06-23",2,1,1,"Chem",,,,,,,,,14,,,,,,,,,
"CB",1982,187,"1982-07-06",0,1,1,"Non-chem",,,,,,,,,10,,,,,,,,,
"CB",1982,187,"1982-07-06",1,1,1,"Non-chem",,,,,,,,,11,,,,,,,,,
"CB",1982,187,"1982-07-06",1.5,1,1,"Non-chem",,,,,,,,,12,,,,,,,,,
"CB",1982,216,"1982-08-04",0,1,1,"Chem",,,,,,,,,11,,,,,,,,,
"CB",1982,216,"1982-08-04",0.5,1,1,"Chem",,,,,,,,,11,,,,,,,,,
"CB",1982,216,"1982-08-04",1,1,1,"Chem",,,,,,,,,12,,,,,,,,,
"CB",1982,216,"1982-08-04",1.5,1,1,"Chem",,,,,,,,,17,,,,,,,,,
"CB",1982,216,"1982-08-04",2,1,1,"Chem",,,,,,,,,19,,,,,,,,,
"CB",1982,231,"1982-08-19",0,1,1,"Quarterly",0.14,1.28,0.7,0.29,0.14,0.24,,,6,,,,,,,,,
"CB",1982,231,"1982-08-19",0.5,1,1,"Quarterly",,,,,,,,,7,,,,,,,,,
"CB",1982,231,"1982-08-19",1,1,1,"Quarterly",,,,,,,,,8,,,,,,,,,
"CB",1982,231,"1982-08-19",1.5,1,1,"Quarterly",,1.32,0.66,0.26,0.18,0.3,,,9,,,,,,,,,
"CB",1982,231,"1982-08-19",2,1,1,"Quarterly",,,,,,,,,15,,,,,,,,,
"CB",1982,315,"1982-11-11",0,1,1,"Quarterly",0.21,1.52,0.57,0.21,0.12,0.25,,,12,,,,,,,,,
"CB",1982,315,"1982-11-11",1,1,1,"Quarterly",,,,,,,,,12,,,,,,,,,
"CB",1982,315,"1982-11-11",2,1,1,"Quarterly",0.22,1.62,0.55,0.21,0.11,0.25,,,12,,,,,,,,,
"CB",1982,335,"1982-12-01",0,1,1,"Chem",,,,,,,,,19,,,,,,,,,
"CB",1982,335,"1982-12-01",1,1,1,"Chem",,,,,,,,,16,,,,,,,,,
"CB",1982,335,"1982-12-01",2,1,1,"Chem",,,,,,,,,14,,,,,,,,,
"CB",1983,54,"1983-02-23",0,1,1,"Quarterly",0.3,4.31,1.02,0.42,0.23,0.66,,,32,,,,,,,,,
"CB",1983,54,"1983-02-23",1.5,1,1,"Quarterly",0.21,0.94,1.05,0.28,0.15,0.45,,,,,,,,,,,,
"CB",1983,54,"1983-02-23",2,1,1,"Quarterly",,,,,,,,,15,,,,,,,,,
"CB",1983,84,"1983-03-25",0,1,1,"Chem",,,,,,,,,14,,,,,,,,,
"CB",1983,84,"1983-03-25",2,1,1,"Chem",,,,,,,,,19,,,,,,,,,
"CB",1983,132,"1983-05-12",0,1,1,"Quarterly",,,,,,,,,12,,,,,,,,,
"CB",1983,132,"1983-05-12",1,1,1,"Quarterly",0.12,1.16,0.6,0.21,0.08,0.32,,,,,,,,,,,,
"CB",1983,132,"1983-05-12",2,1,1,"Quarterly",0.19,1.08,0.72,0.23,0.1,0.38,,,13,,,,,,,,,
"CB",1983,146,"1983-05-26",0,1,1,"Chem",,,,,,,,,11,,,,,,,,,
"CB",1983,146,"1983-05-26",2,1,1,"Chem",,,,,,,,,13,,,,,,,,,
"CB",1983,158,"1983-06-07",0,1,1,"Chem",,,,,,,,,10,,,,,,,,,
"CB",1983,158,"1983-06-07",2,1,1,"Chem",,,,,,,,,15,,,,,,,,,
"CB",1983,174,"1983-06-23",0,1,1,"Chem",,,,,,,,,10,,,,,,,,,
"CB",1983,174,"1983-06-23",2,1,1,"Chem",,,,,,,,,15,,,,,,,,,
"CB",1983,188,"1983-07-07",0,1,1,"Chem",,,,,,,,,10,,,,,,,,,
"CB",1983,188,"1983-07-07",2,1,1,"Chem",,,,,,,,,14,,,,,,,,,
"CB",1983,200,"1983-07-19",0,1,1,"Chem",,,,,,,,,10,,,,,,,,,
"CB",1983,200,"1983-07-19",2,1,1,"Chem",,,,,,,,,14,,,,,,,,,
"CB",1983,230,"1983-08-18",0,1,1,"Quarterly",0.11,1.33,0.62,0.24,0.09,0.23,,,11,,,,,,,,,
"CB",1983,230,"1983-08-18",2,1,1,"Quarterly",0.16,1.45,0.81,0.29,0.12,0.36,,,14,,,,,,,,,
"CB",1983,250,"1983-09-07",0,1,1,"Chem",,,,,,,,,10,,,,,,,,,
"CB",1983,250,"1983-09-07",2,1,1,"Chem",,,,,,,,,10,,,,,,,,,
"CB",1983,272,"1983-09-29",0,1,1,"Chem",,,,,,,,,10,,,,,,,,,
"CB",1983,272,"1983-09-29",2,1,1,"Chem",,,,,,,,,10,,,,,,,,,
"CB",1983,291,"1983-10-18",0,1,1,"Chem",,,,,,,,,11,,,,,,,,,
"CB",1983,291,"1983-10-18",2,1,1,"Chem",,,,,,,,,11,,,,,,,,,
"CB",1983,320,"1983-11-16",0,1,1,"Quarterly",0.13,1.45,0.47,0.26,0.06,0.22,,,12,,,,,,,,,
"CB",1983,320,"1983-11-16",2,1,1,"Quarterly",0.13,1.38,0.59,0.25,0.06,0.24,,,12,,,,,,,,,
"CB",1984,5,"1984-01-05",0,1,1,"Chem",,,,,,,,,14,,,,,,,,,
"CB",1984,5,"1984-01-05",2,1,1,"Chem",,,,,,,,,13,,,,,,,,,
"CB",1984,51,"1984-02-20",0,1,1,"Quarterly",0.18,1.97,0.74,0.31,0.11,0.26,,,14,,,,,,,,,
"CB",1984,51,"1984-02-20",2,1,1,"Quarterly",0.22,,1.04,0.28,0.14,0.39,,,15,,"I",,,,,,,
"CB",1984,100,"1984-04-09",0,1,1,"Chem",,,,,,,,,13,,,,,,,,,
"CB",1984,100,"1984-04-09",2,1,1,"Chem",,,,,,,,,16,,,,,,,,,
"CB",1984,131,"1984-05-10",0,1,1,"Quarterly",0.16,1.28,0.59,0.24,0.08,0.36,,,10,,,,,,,,,
"CB",1984,131,"1984-05-10",2,1,1,"Quarterly",0.19,1.31,0.56,0.23,0.08,0.38,,,11,,,,,,,,,
"CB",1984,145,"1984-05-24",0,1,1,"Chem",,,,,,,,,10,,,,,,,,,
"CB",1984,145,"1984-05-24",2,1,1,"Chem",,,,,,,,,12,,,,,,,,,
"CB",1984,157,"1984-06-05",0,1,1,"Chem",,,,,,,,,9,,,,,,,,,
"CB",1984,157,"1984-06-05",2,1,1,"Chem",,,,,,,,,12,,,,,,,,,
"CB",1984,170,"1984-06-18",0,1,1,"Chem",,,,,,,,,9,,,,,,,,,
"CB",1984,170,"1984-06-18",1,1,1,"Chem",,,,,,,,,9,,,,,,,,,
"CB",1984,186,"1984-07-04",0,1,1,"Chem",,,,,,,,,9,,,,,,,,,
"CB",1984,186,"1984-07-04",1,1,1,"Chem",,,,,,,,,10,,,,,,,,,
"CB",1984,200,"1984-07-18",0,1,1,"Chem",,,,,,,,,9,,,,,,,,,
"CB",1984,200,"1984-07-18",2,1,1,"Chem",,,,,,,,,13,,,,,,,,,
"CB",1984,213,"1984-07-31",0,1,1,"Chem",,,,,,,,,9,,,,,,,,,
"CB",1984,213,"1984-07-31",2,1,1,"Chem",,,,,,,,,13,,,,,,,,,
"CB",1984,229,"1984-08-16",0,1,1,"Quarterly",,1.19,0.63,0.24,0.02,,,,9,"I",,,,"X","I",,,
"CB",1984,229,"1984-08-16",2,1,1,"Quarterly",0.15,1.29,1.08,0.32,0.06,0.41,,,12,,,,,,,,,
"CB",1984,250,"1984-09-06",0,1,1,"Chem",,,,,,,,,10,,,,,,,,,
"CB",1984,250,"1984-09-06",2,1,1,"Chem",,,,,,,,,10,,,,,,,,,
"CB",1984,268,"1984-09-24",0,1,1,"Chem",,,,,,,,,10,,,,,,,,,
"CB",1984,268,"1984-09-24",2,1,1,"Chem",,,,,,,,,10,,,,,,,,,
"CB",1984,291,"1984-10-17",0,1,1,"Chem",,,,,,,,,11,,,,,,,,,
"CB",1984,291,"1984-10-17",2,1,1,"Chem",,,,,,,,,11,,,,,,,,,
"CB",1984,310,"1984-11-05",0,1,1,"Quarterly",,1.78,0.55,0.27,0.09,0.13,,,12,"I",,,,,,,,
"CB",1984,310,"1984-11-05",2,1,1,"Quarterly",0.08,1.79,0.53,0.27,0.09,0.18,,,12,,,,,,,,,
"CB",1985,15,"1985-01-15",0,1,1,"Non-chem",,,,,,,,,14,,,,,,,,,
"CB",1985,15,"1985-01-15",2,1,1,"Non-chem",,,,,,,,,12,,,,,,,,,
"CB",1985,57,"1985-02-26",0,1,1,"Quarterly",,,,,,,,,15,,,,,,,,,
"CB",1985,57,"1985-02-26",0.5,1,1,"Quarterly",,2.06,0.66,0.32,0.15,0.37,,,,"I",,,,,,,,
"CB",1985,57,"1985-02-26",2,1,1,"Quarterly",0.19,1.01,0.95,0.28,,0.37,,,13,,,,,,,,,
"CB",1985,85,"1985-03-26",0,1,1,"Chem",,,,,,,,,14,,,,,,,,,
"CB",1985,85,"1985-03-26",2,1,1,"Chem",,,,,,,,,14,,,,,,,,,
