Wavelength Scan - Scanning

Instrument Name:,,,DU 800 Spectrophotometer
303.0,-0.0002,0.1715,0.6812
304.0,-0.0004,0.1692,0.6703
305.0,-0.0002,0.1665,0.6612
306.0,-0.0001,0.1643,0.6527
307.0,-0.0003,0.1617,0.6433
308.0,-0.0003,0.1594,0.6336
309.0,-0.0001,0.1573,0.6250
310.0,-0.0002,0.1552,0.6167
311.0,0.0001,0.1530,0.6080
312.0,-0.0002,0.1506,0.5997
313.0,-0.0002,0.1486,0.5917
314.0,-0.0004,0.1464,0.5831
315.0,-0.0003,0.1446,0.5751
316.0,-0.0001,0.1423,0.5678
317.0,-0.0001,0.1403,0.5605
318.0,-0.0003,0.1384,0.5533
319.0,-0.0002,0.1369,0.5465
320.0,-0.0001,0.1358,0.5430
321.0,-0.0001,0.1321,0.5320
322.0,0.0000,0.1306,0.5245
323.0,-0.0001,0.1284,0.5176
324.0,-0.0003,0.1266,0.5111
325.0,0.0000,0.1250,0.5050
326.0,0.0000,0.1234,0.4984
327.0,0.0001,0.1218,0.4916
328.0,0.0002,0.1202,0.4856
329.0,0.0001,0.1181,0.4788
330.0,0.0001,0.1165,0.4728
331.0,-0.0001,0.1150,0.4667
332.0,0.0001,0.1137,0.4610
333.0,0.0002,0.1117,0.4540
334.0,0.0001,0.1102,0.4488
335.0,-0.0002,0.1081,0.4424
336.0,-0.0001,0.1067,0.4356
337.0,-0.0004,0.1049,0.4302
338.0,-0.0001,0.1040,0.4242
339.0,-0.0001,0.1022,0.4190
340.0,-0.0002,0.1004,0.4122
341.0,-0.0002,0.0989,0.4069
342.0,-0.0003,0.0975,0.4006
343.0,-0.0002,0.0958,0.3948
344.0,0.0001,0.0943,0.3893
345.0,-0.0002,0.0928,0.3837
346.0,-0.0001,0.0913,0.3779
347.0,0.0000,0.0897,0.3722
348.0,-0.0003,0.0884,0.3668
349.0,-0.0003,0.0870,0.3615
350.0,-0.0002,0.0856,0.3552
351.0,-0.0004,0.0839,0.3498
352.0,-0.0005,0.0824,0.3447
353.0,-0.0004,0.0813,0.3390
354.0,-0.0003,0.0801,0.3343
355.0,-0.0006,0.0793,0.3314
356.0,0.0000,0.0776,0.3242
357.0,-0.0002,0.0767,0.3190
358.0,-0.0003,0.0755,0.3136
359.0,0.0000,0.0742,0.3086
360.0,0.0003,0.0733,0.3040
361.0,-0.0003,0.0718,0.2987
362.0,-0.0004,0.0697,0.2934
363.0,0.0000,0.0691,0.2891
364.0,-0.0003,0.0681,0.2843
365.0,-0.0007,0.0668,0.2797
366.0,-0.0004,0.0654,0.2741
367.0,-0.0004,0.0643,0.2700
368.0,-0.0001,0.0637,0.2657
369.0,-0.0002,0.0624,0.2610
370.0,-0.0001,0.0616,0.2567
371.0,0.0000,0.0605,0.2527
372.0,-0.0003,0.0589,0.2474
373.0,0.0000,0.0584,0.2439
374.0,-0.0004,0.0572,0.2395
375.0,0.0000,0.0562,0.2352
376.0,0.0001,0.0554,0.2317
377.0,-0.0003,0.0543,0.2274
378.0,-0.0002,0.0532,0.2236
379.0,0.0000,0.0523,0.2198
380.0,-0.0001,0.0513,0.2161
381.0,-0.0004,0.0504,0.2122
382.0,-0.0002,0.0495,0.2085
383.0,-0.0003,0.0488,0.2051
384.0,0.0000,0.0480,0.2015
385.0,-0.0003,0.0470,0.1980
386.0,-0.0002,0.0462,0.1949
387.0,-0.0001,0.0454,0.1915
388.0,-0.0002,0.0446,0.1880
389.0,-0.0003,0.0440,0.1849
390.0,-0.0002,0.0432,0.1821
391.0,0.0001,0.0426,0.1790
392.0,-0.0003,0.0417,0.1757
393.0,-0.0003,0.0408,0.1729
394.0,-0.0003,0.0402,0.1698
395.0,-0.0001,0.0397,0.1669
396.0,-0.0002,0.0388,0.1644
397.0,-0.0004,0.0382,0.1617
398.0,-0.0005,0.0373,0.1588
399.0,-0.0004,0.0371,0.1577
400.0,-0.0004,0.0371,0.1577
